model_alias,length_label,workload,config,table_label,l1_hit_pct,hier_miss_pct,latency_cycles,wall_cycles,hbm_reads,hit_miss_csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_backend_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,29.557,34.473,4.060911,70482.0,1059,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_field_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,26.4,31.608,4.021893,70040.0,971,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_epoch_memory,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,28.451,30.664,4.009099,69843.0,942,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_budget_memory,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,30.566,30.99,4.013604,69894.0,952,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_role,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.809,52.474,4.306987,73324.0,1616,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_component_match,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.874,49.609,4.267719,72933.0,1526,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_two_hop_summary,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,31.348,44.954,4.20339,72096.0,1381,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_priority,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,24.87,54.036,4.327276,73554.0,1662,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_chain_descriptor_fields,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.622,47.331,4.236405,72470.0,1456,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_three_stage_lookup,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,30.176,49.967,4.27871,72895.0,1544,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_compression_guard,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,33.138,41.667,4.161068,71510.0,1285,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_query_cost_chain,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,35.286,40.723,4.147422,71462.0,1254,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_head_budget_allocation,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,25.749,51.465,4.293375,73061.0,1584,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_backend_admission_reason,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,23.535,48.177,4.248852,72557.0,1484,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_anchor_timeline,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,34.896,44.629,4.201889,72079.0,1375,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_revision_policy,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.874,44.629,4.202486,72193.0,1377,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_sparse_fact,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,33.887,47.298,4.236317,72469.0,1455,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_anchor_incident,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.971,50.521,4.280985,72975.0,1554,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_backend_priority_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,40.592,40.918,4.148553,71528.0,1257,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_epoch_window_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,31.803,47.168,4.235502,72352.0,1452,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_budget_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,34.766,41.699,4.160601,71558.0,1283,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_query_relevance_note,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.427,47.852,4.244182,72666.0,1474,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_spill_cost_reason,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.98,45.54,4.216678,72354.0,1404,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_head_budget_rule,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,26.758,47.201,4.233845,72441.0,1450,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_early_name_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,27.832,48.438,4.25168,72535.0,1489,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_policy_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,38.281,44.499,4.199136,72155.0,1371,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_anchor_reasoning,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,35.319,46.973,4.234022,72443.0,1448,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_backend_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,29.557,51.79,4.298464,73173.0,1593,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_field_recall,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,26.4,52.376,4.304379,73240.0,1610,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_epoch_memory,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,28.451,47.038,4.231537,72361.0,1445,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_budget_memory,fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,30.566,44.889,4.202739,72035.0,1379,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_cross_doc_role,baseline,Traditional cache,30.306,40.723,4.22833,72540.0,1285,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_component_match,baseline,Traditional cache,24.121,50.846,4.372173,73953.0,1610,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_two_hop_summary,baseline,Traditional cache,25.293,50.651,4.377555,74234.0,1623,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_cross_doc_priority,baseline,Traditional cache,27.018,49.642,4.35564,73711.0,1571,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_chain_descriptor_fields,baseline,Traditional cache,30.306,46.061,4.310342,73471.0,1472,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_three_stage_lookup,baseline,Traditional cache,28.418,50.586,4.377825,74072.0,1622,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_compression_guard,baseline,Traditional cache,24.87,51.497,4.384099,74088.0,1637,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_query_cost_chain,baseline,Traditional cache,38.77,40.267,4.23062,72566.0,1291,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_head_budget_allocation,baseline,Traditional cache,27.018,47.201,4.328599,73569.0,1512,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_backend_admission_reason,baseline,Traditional cache,31.934,41.146,4.235954,72411.0,1301,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_anchor_timeline,baseline,Traditional cache,40.365,38.574,4.202839,72197.0,1227,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_revision_policy,baseline,Traditional cache,29.655,45.28,4.29788,73112.0,1442,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_sparse_fact,baseline,Traditional cache,23.21,49.121,4.344788,73643.0,1549,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_dual_anchor_incident,baseline,Traditional cache,31.087,43.945,4.276729,72981.0,1394,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_backend_priority_rule,baseline,Traditional cache,29.362,42.318,4.246298,72690.0,1327,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_epoch_window_recall,baseline,Traditional cache,33.333,40.365,4.224171,72439.0,1276,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_dual_budget_rule,baseline,Traditional cache,33.008,41.634,4.250264,72735.0,1335,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_query_relevance_note,baseline,Traditional cache,23.079,49.512,4.351839,73668.0,1563,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_spill_cost_reason,baseline,Traditional cache,35.026,39.746,4.221635,72464.0,1271,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_lcqa_head_budget_rule,baseline,Traditional cache,26.562,47.103,4.32023,73365.0,1492,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_early_name_recall,baseline,Traditional cache,33.073,42.676,4.259276,72675.0,1354,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_policy_recall,baseline,Traditional cache,30.599,43.034,4.270349,73017.0,1381,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_anchor_reasoning,baseline,Traditional cache,35.612,41.667,4.248147,72657.0,1330,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_backend_recall,baseline,Traditional cache,36.523,32.747,4.120152,71259.0,1040,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_field_recall,baseline,Traditional cache,36.849,43.392,4.270686,72750.0,1379,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_epoch_memory,baseline,Traditional cache,37.272,35.579,4.159443,71758.0,1129,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_cmqa_budget_memory,baseline,Traditional cache,41.146,34.049,4.13654,71498.0,1078,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_cross_doc_role,fpga_true_h2o_pure,Pure H2O,30.599,40.462,4.216085,72401.0,1259,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
mistral_7b_instruct_v0p3,4k,4k_mistral_7b_instruct_v0p3_mdqa_component_match,fpga_true_h2o_pure,Pure H2O,24.154,47.917,4.320406,73367.0,1494,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_150408_mistral7_7088e0_mistral7_b717ce/hit_miss_amat_summary.csv
